match_id,city,venue,date,team1,team2,toss_winner,toss_decision,winner,player_of_match,season,month,day,match_result_type,toss_match_win,day_type
726,Mohali,PCA Stadium,2010-03-24,Punjab Kings,Rajasthan Royals,Punjab Kings,Field,Rajasthan Royals,Ac Voges,2010,3,24,Normal,No,Weekday
727,Mumbai,Brabourne Stadium,2010-03-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Sr Tendulkar,2010,3,25,Normal,Yes,Weekday
728,Ahmedabad,Narendra Modi Stadium,2010-03-26,Rajasthan Royals,Deccan Chargers,Deccan Chargers,Bat,Rajasthan Royals,Yk Pathan,2010,3,26,Normal,No,Weekday
729,Mohali,PCA Stadium,2010-03-27,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Mk Tiwary,2010,3,27,Normal,Yes,Weekend
730,Bengaluru,M Chinnaswamy Stadium,2010-03-25,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Field,Delhi Capitals,Km Jadhav,2010,3,25,Normal,No,Weekday
731,Ahmedabad,Narendra Modi Stadium,2010-03-28,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Rajasthan Royals,Nv Ojha,2010,3,28,Normal,Yes,Weekend
732,Navi Mumbai,Dr DY Patil Sports Academy,2010-03-28,Deccan Chargers,Mumbai Indians,Deccan Chargers,Field,Mumbai Indians,Harbhajan Singh,2010,3,28,Normal,No,Weekend
733,Delhi,Arun Jaitley Stadium,2010-03-29,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Bat,Delhi Capitals,Da Warner,2010,3,29,Normal,Yes,Weekday
734,Mumbai,Brabourne Stadium,2010-03-30,Mumbai Indians,Punjab Kings,Mumbai Indians,Field,Mumbai Indians,Sl Malinga,2010,3,30,Normal,Yes,Weekday
735,Chennai,MA Chidambaram Stadium,2010-03-31,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bat,Chennai Super Kings,M Vijay,2010,3,31,Normal,No,Weekday
736,Delhi,Arun Jaitley Stadium,2010-03-31,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Bat,Delhi Capitals,Kd Karthik,2010,3,31,Normal,Yes,Weekday
737,Kolkata,Eden Gardens,2010-04-01,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Sc Ganguly,2010,4,1,Normal,Yes,Weekday
738,Mohali,PCA Stadium,2010-04-02,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Bat,Royal Challengers Bengaluru,Kp Pietersen,2010,4,2,Normal,No,Weekday
739,Chennai,MA Chidambaram Stadium,2010-04-03,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Chennai Super Kings,M Vijay,2010,4,3,Normal,Yes,Weekend
740,Mumbai,Brabourne Stadium,2010-04-03,Mumbai Indians,Deccan Chargers,Mumbai Indians,Bat,Mumbai Indians,At Rayudu,2010,4,3,Normal,Yes,Weekend
741,Kolkata,Eden Gardens,2010-04-04,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Bat,Punjab Kings,Dpmd Jayawardene,2010,4,4,Normal,No,Weekend
742,Delhi,Arun Jaitley Stadium,2010-04-04,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Bat,Delhi Capitals,Pd Collingwood,2010,4,4,Normal,Yes,Weekend
743,Nagpur,Vidarbha Cricket Association Stadium,2010-04-05,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Bat,Rajasthan Royals,Sk Warne,2010,4,5,Normal,Yes,Weekday
744,Chennai,MA Chidambaram Stadium,2010-04-06,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Chennai Super Kings,Sk Raina,2010,4,6,Normal,Yes,Weekday
745,Jaipur,Sawai Mansingh Stadium,2010-04-07,Rajasthan Royals,Punjab Kings,Punjab Kings,Bat,Rajasthan Royals,Mj Lumb,2010,4,7,Normal,No,Weekday
746,Kolkata,Eden Gardens,2010-04-07,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Sc Ganguly,2010,4,7,Normal,Yes,Weekday
747,Bengaluru,M Chinnaswamy Stadium,2010-04-08,Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,Field,Deccan Chargers,Tl Suman,2010,4,8,Normal,Yes,Weekday
748,Mohali,PCA Stadium,2010-04-09,Punjab Kings,Mumbai Indians,Mumbai Indians,Bat,Punjab Kings,Kc Sangakkara,2010,4,9,Normal,No,Weekday
749,Nagpur,Vidarbha Cricket Association Stadium,2010-04-10,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,Bat,Deccan Chargers,Rj Harris,2010,4,10,Normal,No,Weekend
750,Bengaluru,M Chinnaswamy Stadium,2010-04-10,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,R Vinay Kumar,2010,4,10,Normal,Yes,Weekend
751,Delhi,Arun Jaitley Stadium,2010-04-11,Delhi Capitals,Punjab Kings,Delhi Capitals,Bat,Punjab Kings,Pp Chawla,2010,4,11,Normal,No,Weekend
752,Jaipur,Sawai Mansingh Stadium,2010-04-11,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Field,Mumbai Indians,Sr Tendulkar,2010,4,11,Normal,No,Weekend
753,Nagpur,Vidarbha Cricket Association Stadium,2010-04-12,Deccan Chargers,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Deccan Chargers,Harmeet Singh,2010,4,12,Normal,No,Weekday
754,Mumbai,Brabourne Stadium,2010-04-13,Mumbai Indians,Delhi Capitals,Mumbai Indians,Bat,Mumbai Indians,Ka Pollard,2010,4,13,Normal,Yes,Weekday
755,Chennai,MA Chidambaram Stadium,2010-04-13,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Bat,Chennai Super Kings,R Ashwin,2010,4,13,Normal,No,Weekday
756,Jaipur,Sawai Mansingh Stadium,2010-04-14,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Bat,Royal Challengers Bengaluru,Kp Pietersen,2010,4,14,Normal,No,Weekday
757,Chennai,MA Chidambaram Stadium,2010-04-15,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Delhi Capitals,G Gambhir,2010,4,15,Normal,No,Weekday
758,Dharamsala,HPCA Stadium,2010-04-16,Punjab Kings,Deccan Chargers,Deccan Chargers,Field,Deccan Chargers,Rg Sharma,2010,4,16,Normal,Yes,Weekday
759,Bengaluru,M Chinnaswamy Stadium,2010-04-17,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Field,Mumbai Indians,R Mclaren,2010,4,17,Normal,No,Weekend
760,Kolkata,Eden Gardens,2010-04-17,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Bat,Kolkata Knight Riders,Jd Unadkat,2010,4,17,Normal,No,Weekend
761,Dharamsala,HPCA Stadium,2010-04-18,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Ms Dhoni,2010,4,18,Normal,Yes,Weekend
762,Delhi,Arun Jaitley Stadium,2010-04-18,Delhi Capitals,Deccan Chargers,Deccan Chargers,Bat,Deccan Chargers,A Symonds,2010,4,18,Normal,Yes,Weekend
763,Kolkata,Eden Gardens,2010-04-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Bat,Kolkata Knight Riders,M Kartik,2010,4,19,Normal,No,Weekday
764,Navi Mumbai,Dr DY Patil Sports Academy,2010-04-21,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Bat,Mumbai Indians,Ka Pollard,2010,4,21,Normal,Yes,Weekday
765,Navi Mumbai,Dr DY Patil Sports Academy,2010-04-22,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Chennai Super Kings,De Bollinger,2010,4,22,Normal,Yes,Weekday
766,Navi Mumbai,Dr DY Patil Sports Academy,2010-04-24,Royal Challengers Bengaluru,Deccan Chargers,Deccan Chargers,Bat,Royal Challengers Bengaluru,A Kumble,2010,4,24,Normal,No,Weekend
767,Navi Mumbai,Dr DY Patil Sports Academy,2010-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Bat,Chennai Super Kings,Sk Raina,2010,4,25,Normal,Yes,Weekend
768,Chennai,MA Chidambaram Stadium,2011-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Chennai Super Kings,S Anirudha,2011,4,8,Normal,Yes,Weekday
769,Hyderabad,RGI Stadium,2011-04-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Sk Trivedi,2011,4,9,Normal,Yes,Weekend
770,Kochi,Nehru Stadium,2011-04-09,Kochi Tuskers Kerala,Royal Challengers Bengaluru,Kochi Tuskers Kerala,Bat,Royal Challengers Bengaluru,Ab De Villiers,2011,4,9,Normal,No,Weekend
771,Delhi,Arun Jaitley Stadium,2011-04-10,Delhi Capitals,Mumbai Indians,Delhi Capitals,Bat,Mumbai Indians,Sl Malinga,2011,4,10,Normal,No,Weekend
772,Navi Mumbai,Dr DY Patil Sports Academy,2011-04-10,Pune Warriors,Punjab Kings,Punjab Kings,Bat,Pune Warriors,Sb Wagh,2011,4,10,Normal,No,Weekend
773,Kolkata,Eden Gardens,2011-04-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Jh Kallis,2011,4,11,Normal,Yes,Weekday
774,Jaipur,Sawai Mansingh Stadium,2011-04-12,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Bat,Rajasthan Royals,Sk Warne,2011,4,12,Normal,No,Weekday
775,Bengaluru,M Chinnaswamy Stadium,2011-04-12,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Sr Tendulkar,2011,4,12,Normal,Yes,Weekday
776,Mohali,PCA Stadium,2011-04-13,Punjab Kings,Chennai Super Kings,Punjab Kings,Field,Punjab Kings,Pc Valthaty,2011,4,13,Normal,Yes,Weekday
777,Navi Mumbai,Dr DY Patil Sports Academy,2011-04-13,Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Bat,Pune Warriors,Md Mishra,2011,4,13,Normal,No,Weekday
778,Hyderabad,RGI Stadium,2011-04-14,Deccan Chargers,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Deccan Chargers,Dw Steyn,2011,4,14,Normal,No,Weekday
779,Jaipur,Sawai Mansingh Stadium,2011-04-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,G Gambhir,2011,4,15,Normal,Yes,Weekday
780,Mumbai,Wankhede Stadium,2011-04-15,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Kochi Tuskers Kerala,Bb Mccullum,2011,4,15,Normal,Yes,Weekday
781,Chennai,MA Chidambaram Stadium,2011-04-16,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Bat,Chennai Super Kings,Mek Hussey,2011,4,16,Normal,Yes,Weekend
782,Hyderabad,RGI Stadium,2011-04-16,Deccan Chargers,Punjab Kings,Punjab Kings,Field,Punjab Kings,Pc Valthaty,2011,4,16,Normal,Yes,Weekend
783,Navi Mumbai,Dr DY Patil Sports Academy,2011-04-17,Pune Warriors,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Yuvraj Singh,2011,4,17,Normal,Yes,Weekend
784,Kolkata,Eden Gardens,2011-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Field,Kolkata Knight Riders,L Balaji,2011,4,17,Normal,Yes,Weekend
785,Kochi,Nehru Stadium,2011-04-18,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,Field,Kochi Tuskers Kerala,Bb Mccullum,2011,4,18,Normal,Yes,Weekday
786,Delhi,Arun Jaitley Stadium,2011-04-19,Delhi Capitals,Deccan Chargers,Deccan Chargers,Bat,Deccan Chargers,S Sohal,2011,4,19,Normal,Yes,Weekday
787,Mumbai,Wankhede Stadium,2011-04-20,Mumbai Indians,Pune Warriors,Pune Warriors,Bat,Mumbai Indians,Mm Patel,2011,4,20,Normal,No,Weekday
788,Kolkata,Eden Gardens,2011-04-20,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,Field,Kochi Tuskers Kerala,Dpmd Jayawardene,2011,4,20,Normal,No,Weekday
789,Mohali,PCA Stadium,2011-04-21,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Punjab Kings,Se Marsh,2011,4,21,Normal,No,Weekday
790,Mumbai,Wankhede Stadium,2011-04-22,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Mumbai Indians,Harbhajan Singh,2011,4,22,Normal,No,Weekday
791,Kolkata,Eden Gardens,2011-04-22,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ch Gayle,2011,4,22,Normal,Yes,Weekday
792,Delhi,Arun Jaitley Stadium,2011-04-23,Delhi Capitals,Punjab Kings,Punjab Kings,Field,Delhi Capitals,Da Warner,2011,4,23,Normal,No,Weekend
793,Hyderabad,RGI Stadium,2011-04-24,Deccan Chargers,Mumbai Indians,Deccan Chargers,Field,Mumbai Indians,Sl Malinga,2011,4,24,Normal,No,Weekend
794,Jaipur,Sawai Mansingh Stadium,2011-04-24,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,Field,Rajasthan Royals,Sk Warne,2011,4,24,Normal,Yes,Weekend
795,Chennai,MA Chidambaram Stadium,2011-04-25,Chennai Super Kings,Pune Warriors,Pune Warriors,Field,Chennai Super Kings,Mek Hussey,2011,4,25,Normal,No,Weekday
796,Delhi,Arun Jaitley Stadium,2011-04-26,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,V Kohli,2011,4,26,Normal,Yes,Weekday
797,Navi Mumbai,Dr DY Patil Sports Academy,2011-04-27,Pune Warriors,Chennai Super Kings,Pune Warriors,Bat,Chennai Super Kings,De Bollinger,2011,4,27,Normal,No,Weekday
798,Kochi,Nehru Stadium,2011-04-27,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,Field,Deccan Chargers,I Sharma,2011,4,27,Normal,No,Weekday
799,Delhi,Arun Jaitley Stadium,2011-04-28,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Field,Kolkata Knight Riders,Mk Tiwary,2011,4,28,Normal,No,Weekday
800,Jaipur,Sawai Mansingh Stadium,2011-04-29,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Field,Rajasthan Royals,J Botha,2011,4,29,Normal,Yes,Weekday
801,Bengaluru,M Chinnaswamy Stadium,2011-04-29,Royal Challengers Bengaluru,Pune Warriors,Pune Warriors,Field,Royal Challengers Bengaluru,V Kohli,2011,4,29,Normal,No,Weekday
802,Kochi,Nehru Stadium,2011-04-30,Kochi Tuskers Kerala,Delhi Capitals,Delhi Capitals,Bat,Delhi Capitals,V Sehwag,2011,4,30,Normal,Yes,Weekend
803,Kolkata,Eden Gardens,2011-04-30,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Field,Kolkata Knight Riders,Iqbal Abdulla,2011,4,30,Normal,Yes,Weekend
804,Jaipur,Sawai Mansingh Stadium,2011-05-01,Rajasthan Royals,Pune Warriors,Rajasthan Royals,Field,Rajasthan Royals,Lrpl Taylor,2011,5,1,Normal,Yes,Weekend
805,Chennai,MA Chidambaram Stadium,2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,Bat,Chennai Super Kings,Ja Morkel,2011,5,1,Normal,Yes,Weekend
806,Mumbai,Wankhede Stadium,2011-05-02,Mumbai Indians,Punjab Kings,Punjab Kings,Field,Mumbai Indians,Ka Pollard,2011,5,2,Normal,No,Weekday
807,Delhi,Arun Jaitley Stadium,2011-05-02,Delhi Capitals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Field,Kochi Tuskers Kerala,P Parameswaran,2011,5,2,Normal,Yes,Weekday
808,Hyderabad,RGI Stadium,2011-05-03,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,Field,Kolkata Knight Riders,Yk Pathan,2011,5,3,Normal,No,Weekday
809,Chennai,MA Chidambaram Stadium,2011-05-04,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Bat,Chennai Super Kings,Mek Hussey,2011,5,4,Normal,No,Weekday
810,Navi Mumbai,Dr DY Patil Sports Academy,2011-05-04,Pune Warriors,Mumbai Indians,Pune Warriors,Field,Mumbai Indians,R Sharma,2011,5,4,Normal,No,Weekday
811,Kochi,Nehru Stadium,2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kochi Tuskers Kerala,Bj Hodge,2011,5,5,Normal,No,Weekday
812,Hyderabad,RGI Stadium,2011-05-05,Deccan Chargers,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,V Sehwag,2011,5,5,Normal,Yes,Weekday
813,Bengaluru,M Chinnaswamy Stadium,2011-05-06,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field,Royal Challengers Bengaluru,Ch Gayle,2011,5,6,Normal,No,Weekday
814,Kolkata,Eden Gardens,2011-05-07,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Bat,Kolkata Knight Riders,Iqbal Abdulla,2011,5,7,Normal,No,Weekend
815,Mumbai,Wankhede Stadium,2011-05-07,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Mumbai Indians,At Rayudu,2011,5,7,Normal,No,Weekend
816,Bengaluru,M Chinnaswamy Stadium,2011-05-08,Royal Challengers Bengaluru,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Bat,Royal Challengers Bengaluru,Ch Gayle,2011,5,8,Normal,No,Weekend
817,Mohali,PCA Stadium,2011-05-08,Punjab Kings,Pune Warriors,Punjab Kings,Bat,Pune Warriors,R Sharma,2011,5,8,Normal,No,Weekend
818,Jaipur,Sawai Mansingh Stadium,2011-05-09,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Field,Chennai Super Kings,M Vijay,2011,5,9,Normal,No,Weekday
819,Hyderabad,RGI Stadium,2011-05-10,Deccan Chargers,Pune Warriors,Deccan Chargers,Bat,Pune Warriors,Mr Marsh,2011,5,10,Normal,No,Weekday
820,Mohali,PCA Stadium,2011-05-10,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Punjab Kings,Ba Bhatt,2011,5,10,Normal,No,Weekday
821,Jaipur,Sawai Mansingh Stadium,2011-05-11,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,S Aravind,2011,5,11,Normal,Yes,Weekday
822,Chennai,MA Chidambaram Stadium,2011-05-12,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Chennai Super Kings,Ms Dhoni,2011,5,12,Normal,Yes,Weekday
823,Indore,Holkar Stadium,2011-05-13,Kochi Tuskers Kerala,Punjab Kings,Punjab Kings,Field,Punjab Kings,Kd Karthik,2011,5,13,Normal,Yes,Weekday
824,Bengaluru,M Chinnaswamy Stadium,2011-05-14,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ch Gayle,2011,5,14,Normal,Yes,Weekend
825,Mumbai,Wankhede Stadium,2011-05-14,Mumbai Indians,Deccan Chargers,Deccan Chargers,Bat,Deccan Chargers,A Mishra,2011,5,14,Normal,Yes,Weekend
826,Dharamsala,HPCA Stadium,2011-05-15,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Punjab Kings,Pp Chawla,2011,5,15,Normal,No,Weekend
827,Indore,Holkar Stadium,2011-05-15,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,Field,Kochi Tuskers Kerala,Bj Hodge,2011,5,15,Normal,Yes,Weekend
828,Navi Mumbai,Dr DY Patil Sports Academy,2011-05-16,Pune Warriors,Deccan Chargers,Deccan Chargers,Field,Deccan Chargers,A Mishra,2011,5,16,Normal,Yes,Weekday
829,Dharamsala,HPCA Stadium,2011-05-17,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Bat,Punjab Kings,Ac Gilchrist,2011,5,17,Normal,Yes,Weekday
830,Chennai,MA Chidambaram Stadium,2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,Bat,Chennai Super Kings,Wp Saha,2011,5,18,Normal,Yes,Weekday
831,Navi Mumbai,Dr DY Patil Sports Academy,2011-05-19,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Yk Pathan,2011,5,19,Normal,Yes,Weekday
832,Mumbai,Wankhede Stadium,2011-05-20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Rajasthan Royals,Sr Watson,2011,5,20,Normal,No,Weekday
833,Dharamsala,HPCA Stadium,2011-05-21,Punjab Kings,Deccan Chargers,Punjab Kings,Field,Deccan Chargers,S Dhawan,2011,5,21,Normal,No,Weekend
834,Delhi,Arun Jaitley Stadium,2011-05-21,Delhi Capitals,Pune Warriors,Delhi Capitals,Bat,No Result,No Player,2011,5,21,No Result,No,Weekend
835,Bengaluru,M Chinnaswamy Stadium,2011-05-22,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Ch Gayle,2011,5,22,Normal,Yes,Weekend
836,Kolkata,Eden Gardens,2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Jec Franklin,2011,5,22,Normal,Yes,Weekend
837,Mumbai,Wankhede Stadium,2011-05-24,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Sk Raina,2011,5,24,Normal,Yes,Weekday
838,Mumbai,Wankhede Stadium,2011-05-25,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Field,Mumbai Indians,Mm Patel,2011,5,25,Normal,Yes,Weekday
839,Chennai,MA Chidambaram Stadium,2011-05-27,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Royal Challengers Bengaluru,Ch Gayle,2011,5,27,Normal,No,Weekday
840,Chennai,MA Chidambaram Stadium,2011-05-28,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,Bat,Chennai Super Kings,M Vijay,2011,5,28,Normal,Yes,Weekend
841,Chennai,MA Chidambaram Stadium,2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Re Levi,2012,4,4,Normal,Yes,Weekday
842,Kolkata,Eden Gardens,2012-04-05,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Ik Pathan,2012,4,5,Normal,Yes,Weekday
843,Mumbai,Wankhede Stadium,2012-04-06,Mumbai Indians,Pune Warriors,Mumbai Indians,Field,Pune Warriors,Spd Smith,2012,4,6,Normal,No,Weekday
844,Jaipur,Sawai Mansingh Stadium,2012-04-06,Rajasthan Royals,Punjab Kings,Punjab Kings,Field,Rajasthan Royals,Am Rahane,2012,4,6,Normal,No,Weekday
845,Bengaluru,M Chinnaswamy Stadium,2012-04-07,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Royal Challengers Bengaluru,Ab De Villiers,2012,4,7,Normal,No,Weekend
846,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2012-04-07,Deccan Chargers,Chennai Super Kings,Deccan Chargers,Field,Chennai Super Kings,Ra Jadeja,2012,4,7,Normal,No,Weekend
847,Jaipur,Sawai Mansingh Stadium,2012-04-08,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Rajasthan Royals,Bj Hodge,2012,4,8,Normal,No,Weekend
848,Pune,Maharashtra Cricket Association Stadium,2012-04-08,Pune Warriors,Punjab Kings,Pune Warriors,Bat,Pune Warriors,Mn Samuels,2012,4,8,Normal,Yes,Weekend
849,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2012-04-09,Deccan Chargers,Mumbai Indians,Deccan Chargers,Bat,Mumbai Indians,Rg Sharma,2012,4,9,Normal,No,Weekday
850,Bengaluru,M Chinnaswamy Stadium,2012-04-10,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Field,Kolkata Knight Riders,L Balaji,2012,4,10,Normal,No,Weekday
851,Delhi,Arun Jaitley Stadium,2012-04-10,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Field,Delhi Capitals,M Morkel,2012,4,10,Normal,Yes,Weekday
852,Mumbai,Wankhede Stadium,2012-04-11,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Mumbai Indians,Ka Pollard,2012,4,11,Normal,No,Weekday
853,Chennai,MA Chidambaram Stadium,2012-04-12,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Bat,Chennai Super Kings,F Du Plessis,2012,4,12,Normal,No,Weekday
854,Mohali,PCA Stadium,2012-04-12,Punjab Kings,Pune Warriors,Punjab Kings,Field,Punjab Kings,Ad Mascarenhas,2012,4,12,Normal,Yes,Weekday
855,Kolkata,Eden Gardens,2012-04-13,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Bat,Kolkata Knight Riders,Shakib Al Hasan,2012,4,13,Normal,No,Weekday
856,Delhi,Arun Jaitley Stadium,2012-04-19,Delhi Capitals,Deccan Chargers,Deccan Chargers,Bat,Delhi Capitals,Kp Pietersen,2012,4,19,Normal,No,Weekday
857,Pune,Maharashtra Cricket Association Stadium,2012-04-14,Pune Warriors,Chennai Super Kings,Chennai Super Kings,Bat,Pune Warriors,Jd Ryder,2012,4,14,Normal,No,Weekend
858,Kolkata,Eden Gardens,2012-04-15,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Field,Punjab Kings,Sp Narine,2012,4,15,Normal,No,Weekend
859,Bengaluru,M Chinnaswamy Stadium,2012-04-15,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Bat,Rajasthan Royals,Am Rahane,2012,4,15,Normal,Yes,Weekend
860,Mumbai,Wankhede Stadium,2012-04-16,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,S Nadeem,2012,4,16,Normal,Yes,Weekday
861,Jaipur,Sawai Mansingh Stadium,2012-04-17,Rajasthan Royals,Deccan Chargers,Deccan Chargers,Bat,Rajasthan Royals,Bj Hodge,2012,4,17,Normal,No,Weekday
862,Bengaluru,M Chinnaswamy Stadium,2012-04-17,Royal Challengers Bengaluru,Pune Warriors,Pune Warriors,Bat,Royal Challengers Bengaluru,Ch Gayle,2012,4,17,Normal,No,Weekday
